ent,entidad,mun,municipio,presidente,partido,periodo
29,Tlaxcala,,Ixtacuixtla de Mariano Matamoros,Rafael Zambrano Cervantes,PRI,2016-2021
29,Tlaxcala,,Ixtenco,Miguel Angel Caballero Yonca,PES,2016-2021
29,Tlaxcala,,Mazatecochco de José María Morelos,Jose Esteban Cortes Torres,Independiente,2016-2021
29,Tlaxcala,,Contla de Juan Cuamatzi,Miguel Muñoz Reyes,PRD,2016-2021
29,Tlaxcala,,Tepetitla de Lardizábal,Carlos Fernandez Nieves,PAN,2016-2021
29,Tlaxcala,,Sanctórum de Lázaro Cárdenas,Enrique Rosete Sanchez,PAN,2016-2021
29,Tlaxcala,,Nanacamilpa de Mariano Arista,Victor Hugo Sanchez Flores,PRI,2016-2021
29,Tlaxcala,,Acuamanala de Miguel Hidalgo,Maria Catalina Hernandez Aguila,PRD,2016-2021
29,Tlaxcala,,Natívitas,Oscar Murias Juarez,PAC-Tlaxcala,2016-2021
29,Tlaxcala,,Panotla,Eymard Grande Rodriguez,PRD,2016-2021
29,Tlaxcala,,San Pablo del Monte,Cutberto Benito Cano,PAN,2016-2021
29,Tlaxcala,,Santa Cruz Tlaxcala,Miguel Angel Sanabria Chavez,Independiente,2016-2021
29,Tlaxcala,,Tenancingo,Carlos Daniel Martinez Serrano,PAN,2016-2021
29,Tlaxcala,,Teolocholco,Gelasio Juarez Sanchez,PRI,2016-2021
29,Tlaxcala,,Tepeyanco,Bladimir Sainos Flores,PRI,2016-2021
29,Tlaxcala,,Terrenate,Felipe Fernandez Romero,PT,2016-2021
29,Tlaxcala,,Tetla de la Solidaridad,Eleazar Molina Perez,PAN,2016-2021
29,Tlaxcala,,Tetlatlahuca,Antonio Morales Ramos,PVEM,2016-2021
29,Tlaxcala,,Tlaxcala,Anabell Avalos Zempoalteca,PRI,2016-2021
29,Tlaxcala,,Tlaxco,Gardenia Hernandez Rodriguez,PRI,2016-2021
29,Tlaxcala,,Tocatlán,Jose Del Carmen Hernandez Morales,PT,2016-2021
29,Tlaxcala,,Totolac,Giovani Perez Briones,PRD,2016-2021
29,Tlaxcala,,Zitlaltepec de Trinidad Sánchez Santos,Cruz Alejandro Juarez,PAN,2016-2021
29,Tlaxcala,,Tzompantepec,Arturo Rivera Mora,PAC-Tlaxcala,2016-2021
29,Tlaxcala,,Xalostoc,Mario Lopez Lopez,PRD,2016-2021
29,Tlaxcala,,Xaltocan,Eugenio Sanchez Amador,PAC-Tlaxcala,2016-2021
29,Tlaxcala,,Papalotla de Xicohténcatl,Jesus Herrera Xicohtencatl,PRI,2016-2021
29,Tlaxcala,,Xicohtzinco,Jose Isabel Badillo Jaramillo,PRD,2016-2021
29,Tlaxcala,,Yauhquemecan,Francisco Villareal Chairez,PAN,2016-2021
29,Tlaxcala,,Zacatelco,Tomas Orea Albarran,PRD,2016-2021
29,Tlaxcala,,Benito Juárez,Alejandro Campech Avelar,PRD,2016-2021
29,Tlaxcala,,Emiliano Zapata,Evelia Huerta Gonzalez,PRI,2016-2021
29,Tlaxcala,,Lázaro Cárdenas,Jaciel Gonzalez Herrera,PVEM,2016-2021
29,Tlaxcala,,La Magdalena Tlaltelulco,Ruben Pluma Morales,PT,2016-2021
29,Tlaxcala,,San Damián Texoloc,Maribel Cervantes Hernandez,PRD,2016-2021
29,Tlaxcala,,San Francisco Tetlanohcan,Juan Carlos Mendieta Lira,PRI,2016-2021
29,Tlaxcala,,San Jerónimo Zacualpan,Ciro Luis Meneses Zuñiga,PRI,2016-2021
29,Tlaxcala,,San José Teacalco,Venancio Perez Manoatl,PRI,2016-2021
29,Tlaxcala,,San Juan Huactzinco,Alfredo Valencia Muñoz,PS-Tlaxcala,2016-2021
29,Tlaxcala,,San Lorenzo Axocomanitla,Martha Palafox Hernandez,PAN,2016-2021
29,Tlaxcala,,San Lucas Tecopilco,Jonathan Vazquez Morales,MC,2016-2021
29,Tlaxcala,,Santa Ana Nopalucan,Jaime Herrera Vara,PS-Tlaxcala,2016-2021
29,Tlaxcala,,Santa Apolonia Teacalco,Filemon De Sampedro Lopez,PANAL,2016-2021
29,Tlaxcala,,Santa Catarina Ayometla,Franco Perez Zempoalteca,PAN,2016-2021
29,Tlaxcala,,Santa Cruz Quilehtla,Oscar Perez Rojas,PANAL,2016-2021
29,Tlaxcala,,Santa Isabel Xiloxoxtla,Jaime Perez Juarez,PRI,2016-2021
30,Veracruz de Ignacio de la Llave,,Acajete,Joel Molina Rojas,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Acatlán,Rosa Garcia Alarcon,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Acayucan,Cuitlahuac Condado Escamilla,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Actopan,Jose Paulino Dominguez Sanchez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Acula,Felipe Pineda Barradas,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Acultzingo,Rene Medel Carrera,PES,2018-2021
30,Veracruz de Ignacio de la Llave,,Camarón de Tejeda,Susana Guadalupe Ameca Parissi,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Alpatláhuac,Obdulia Dominguez Llanos,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Alto Lucero de Gutiérrez Barrios,Javier Castillo Viveros,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Altotonga,Ernesto Ruiz Flandes,MC,2018-2021
30,Veracruz de Ignacio de la Llave,,Alvarado,Bogar Ruiz Rosas,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Amatitlán,Pedro Luis Vergara Galo,PT,2018-2021
30,Veracruz de Ignacio de la Llave,,Naranjos Amatlán,Victor Roman Jimenez Rodriguez,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Amatlán de los Reyes,Eduardo Rojas Camacho,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Ángel R. Cabada,Arturo Herviz Reyes,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,La Antigua,José Cruz Lagunes,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Apazapan,Cesar Flores Colorado,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Aquila,Jobita Ramirez Limon,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Astacinga,Antonio Ramirez Itehua,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Atlahuilco,Raymundo Ixmatlahua Lemus,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Atoyac,Oscar Pimentel Ugarte,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Atzacan,Octavio Misael Lorenzo Morales,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Atzalan,Jose Homero Dominguez Landa,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlaltetela,Aldegundo Vela López,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Ayahualulco,Fileberto Morales Rosas,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Banderilla,Juan Manuel Rivera Gonzalez,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Benito Juárez,Flocelo Ramirez Vargas,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Boca del Río,Humberto Alonso Morelli,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Calcahualco,Guadalupe Carrillo Vazquez,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Camerino Z. Mendoza,Meliton Reyes Larios,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Carrillo Puerto,Jaime Carrillo Tinoco,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Catemaco,Juio Cesar Ortega Serrano,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Cazones de Herrera,Zenon Pacheco Vergel,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Cerro Azul,Carlos Vicente Reyes Juarez,MC,2018-2021
30,Veracruz de Ignacio de la Llave,,Citlaltépetl,Eutiquia Reyes Santiago,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Coacoatzintla,Alma Guadalupe Maravert Alba,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Coahuitlán,Isaac Garcia Alarez,Independiente,2018-2021
30,Veracruz de Ignacio de la Llave,,Coatepec,Luis Enrique Fernandez Peredo,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Coatzacoalcos,Víctor Carranza Rosaldo,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Coatzintla,Patricia Cruz Matheis,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Coetzala,Gerardo Tirso Acahua Apale,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Colipa,Teresa Molina Dorantes,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Comapa,Maria Del Carmen Canton Croda,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Córdoba,Leticia Lopez Landero,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Cosamaloapan de Carpio,Raul Hermida Salto,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Cosautlán de Carvajal,Alicia Valdivia Vargas,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Coscomatepec,Serafin Gonzalez Saavedra,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Cosoleacaque,Cirio Vazquez Parissi,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Cotaxtla,David MuñIz Rivera,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Coxquihui,Lauro Becerra Garcia,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Coyutla,Jesus Antonio Picazo Gutierrez,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Cuichapa,Sergio Diaz Ortiz,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Cuitláhuac,Santiago Gregorio Morales Rendon,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Chacaltianguis,Mayra Janeth Torres Dominguez,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Chalma,Bertha Mariana De Jesus Galvan Arguelles,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Chiconamel,Geminiano Hernandez Hernandez,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Chiconquiaco,Nazario Perea Aguilar,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Chicontepec,Pedro Adrian Martinez Estrada,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Chinameca,Jose Antonio Carmona Trolle,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Chinampa de Gorostiza,Lazaro Avendaño Parrilla,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Las Choapas,Miguel Angel Tronco Gomez,PT,2018-2021
30,Veracruz de Ignacio de la Llave,,Chocamán,Norma Lidia Rojas Trejo,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Chontla,Eric Abraham Sosa Mar,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Chumatlán,Edgar Espinoza Salazar,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Emiliano Zapata,Jorge Alberto Mier Acolt,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Espinal,Leon Humberto Perez Candanedo,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Filomeno Mata,Pedro Lopez Geronimo,MC,2018-2021
30,Veracruz de Ignacio de la Llave,,Fortín,Antonio Mansur Oviedo,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Gutiérrez Zamora,Wilman Monje Morales,MC,2018-2021
30,Veracruz de Ignacio de la Llave,,Hidalgotitlán,Federico Tadeo Sanchez,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Huatusco,Baldinucci Tejeda Colorado,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Huayacocotla,Juan Enrique Lemus Salazar,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Hueyapan de Ocampo,Jorge Alberto Quinto Zamorano,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Huiloapan de Cuauhtémoc,Jose Gabriel Flores Sarabia,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Ignacio de la Llave,Rene Antonio Cruz Hermida,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Ilamatlán,Honorio De La Cruz Hernandez,MC,2018-2021
30,Veracruz de Ignacio de la Llave,,Isla,Fernando Molina Landa,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Ixcatepec,David Guzman Martinez,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Ixhuacán de los Reyes,Jose Luis Vargas Gonzalez,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Ixhuatlán del Café,Viridiana Breton Feito,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Ixhuatlancillo,Israel Perez Villegas,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Ixhuatlán del Sureste,Wilbert Luis Luis,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Ixhuatlán de Madero,Ader Garcia Escalante,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Ixmatlahuacan,Guadalupe Serrano Anaya,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Ixtaczoquitlán,Miguel Angel Castelan Crivelli,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Jalacingo,Jose Luis Cortes Murrieta,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Xalapa,Pedro Hipolito Rodriguez Herrero,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Jalcomulco,Jose Alfredo Portilla Vasquez,MC,2018-2021
30,Veracruz de Ignacio de la Llave,,Jáltipan,Lucas Martinez Torres,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Jamapa,Florisel Rios Delfin,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Jesús Carranza,Teresa Guillen Trinidad,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Xico,Gloria Luz Galvan Orduña,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Jilotepec,Sergio Fernandez Lara,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Juan Rodríguez Clara,Sergio Manzur Navarrete,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Juchique de Ferrer,Lizbeth Emilia Portilla Gumecindo,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Landero y Coss,Pedro Dominguez Garcia,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Lerdo de Tejada,Hermas Cortes Garcia,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Magdalena,Fortunata Zepahua Tequihuatle,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Maltrata,Gustavo Rosas Huerta,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Manlio Fabio Altamirano,Nora Esther Vela Torres,MC,2018-2021
30,Veracruz de Ignacio de la Llave,,Mariano Escobedo,Baldomero Montiel Esteves,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Martínez de la Torre,Jose De La Torre Sanchez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Mecatlán,Jose Manuel Marcos Juarez,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Mecayapan,Bulfre Alfredo Bautista,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Medellín,Hipolito Deschamps Barros,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Miahuatlán,Irma Delia Barcena Villa,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Las Minas,Melquiades Alarcon Caro,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Minatitlán,Nicolas Reyes Alvarez,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Misantla,Othon Hernandez Candanedo,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Mixtla de Altamirano,Maricela Vallejo Orea,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Moloacán,Victoria Rasgado Perez,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Naolinco,Roberto Carlos Reyes Aguilar,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Naranjal,Karla Nancy Abad Sosa,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Nautla,Daicy FaibreMontoya,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Nogales,Guillermo Mejia Peralta,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Oluta,Maria Luisa Prieto Duncan,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Omealca,Pedro Montalvo Gomez,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Orizaba,Igor Fidel Roji Lopez,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Otatitlán,Abel Cuevas Palmero,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Oteapan,Berlin Lopez Francisco,PES,2018-2021
30,Veracruz de Ignacio de la Llave,,Ozuluama de Mascareñas,Armando Antonio Gomez Betancourt,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Pajapan,Jose Luis Gonzalez Hernandez,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Pánuco,Fernando Molina Hernandez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Papantla,Mariano Romero Gonzalez,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Paso del Macho,Fernando Leon Trejo,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Paso de Ovejas,Abel Ramirez Coria,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,La Perla,Miguel Angel Bautista Garcia,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Perote,Juan Francisco HervertPrado,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Platón Sánchez,Elvira Cruz Hunter,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Playa Vicente,Gabriel Antonio Alvarez Lopez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Poza Rica de Hidalgo,Francisco Javier Velazquez Vallejo,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Las Vigas de Ramírez,Alejandro Lino Cruz Romero,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Pueblo Viejo,Luis Fernando Cervantes Cruz,PES,2018-2021
30,Veracruz de Ignacio de la Llave,,Puente Nacional,Fabian Sartorius Dominguez,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Rafael Delgado,Isidora Antonio Ramos,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Rafael Lucio,Jose Allan Libreros Alba,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Los Reyes,Eclicerio Tequiliquihua Quiahuixtle,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Río Blanco,David Velasquez Ruano,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Saltabarranca,Arturo Lira Mojica,PT,2018-2021
30,Veracruz de Ignacio de la Llave,,San Andrés Tenejapan,Magdaleno Ramos Xotlanihua,PES,2018-2021
30,Veracruz de Ignacio de la Llave,,San Andrés Tuxtla,Octavio Perez Garay,Independiente,2018-2021
30,Veracruz de Ignacio de la Llave,,San Juan Evangelista,Andres Valencia Rios,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Santiago Tuxtla,Argenis Vazquez Copete,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Sayula de Alemán,Fredy Ayala González,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Soconusco,Rolando Sinforoso Rosas,MC,2018-2021
30,Veracruz de Ignacio de la Llave,,Sochiapa,Denisse Gonzalez Cruz,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Soledad Atzompa,Armando Perez De Los Santos,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Soledad de Doblado,Martha Ximena Rodríguez Utrera,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Soteapan,Deysi Sagrero Juarez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tamalín,Andres Ramos Reyno,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Tamiahua,Citlali Medellin Careaga,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Tampico Alto,Adrian Dominguez Rangel,PES,2018-2021
30,Veracruz de Ignacio de la Llave,,Tancoco,Felipa Y Guillermina Cruz Carballo,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Tantima,Rosalia Alvarez MuñOz,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tantoyuca,Amado Guzman Aviles,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tatatila,Maria Angelica Vazquez Casas,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Castillo de Teayo,Zoila Caridad Garcia Cristobal,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tecolutla,Juan Ángel Espejo Maldonado,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tehuipango,Rufino Contreras Medrano,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Álamo Temapache,Jorge Vera Hernandez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tempoal,Abel Hermenegildo Diaz Ponce,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Tenampa,Olga Lidia Sanchez Reyes,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tenochtitlán,Primitiva Sanchez Gabriel,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Teocelo,Mario Antonio ChamaDiaz,PES,2018-2021
30,Veracruz de Ignacio de la Llave,,Tepatlaxco,Luz Del Carmen Hernandez Fernandez,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Tepetlán,Carlos Romero Gonzalez,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Tepetzintla,Olga Isela Gerardo Morales,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tequila,Javier Missael Garcia Zepahua,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,José Azueta,Julian Valverde Roman,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Texcatepec,Pedro Escamilla Jimenez,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Texhuacán,Bernardino Tzanahua Anastacio,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Texistepec,Saul Reyes Rodriguez,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Tezonapa,Luis Arturo Sanchez Garcia,MC,2018-2021
30,Veracruz de Ignacio de la Llave,,Tierra Blanca,Patricio Aguirre Solis,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tihuatlán,Raul Hernandez Gallardo,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlacojalpan,Clara Luz Dominguez Vargas,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlacolulan,David Velasco Hernandez,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlacotalpan,Christian Romero Perez,Independiente,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlacotepec de Mejía,Ansberto Marino Espinoza Murillo,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlachichilco,Victoria Luis Calixto,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlalixcoyan,Agustin Lagunes Alvarez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlalnelhuayocan,David Angeles Aguirre,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlapacoyan,Ofelia Jarillo Gasca,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlaquilpa,Martha Tentzohua Sanchez,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Tlilapan,Gabriela Ramos Ramirez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tomatlán,Nicolas Prado Morales,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,Tonayán,Cirina Apodaca Quiñones,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Totutla,Mayra Paredes Morales,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tuxpan,Juan Antonio Aguilar Mancha,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Tuxtilla,Froylan Estrada Rendon,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Úrsulo Galván,Jose Enrique Benitez Avila,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Vega de Alatorre,Roman Benedicto Bastida Huesca,PVEM,2018-2021
30,Veracruz de Ignacio de la Llave,,Veracruz,Fernando Yunes Márquez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Villa Aldama,Gisela Ramon Contreras,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Xoxocotla,Magdaleno Juarez Perez,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,Yanga,Apolinar Crivelli Diaz,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Yecuatla,Fidencio Romero Ortega,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Zacualpan,Carina Lugo Barron,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Zaragoza,Minerva Martinez Ramirez,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Zentla,Pedro Rincon Garcia,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Zongolica,Juan Carlos Mezhua Campos,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Zontecomatlán de López y Fuentes,Marcelino Susano Gonzalez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Zozocolco de Hidalgo,Faustino Ramiro Velazquez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Agua Dulce,Sergio Lenin Guzman Ricardez,MORENA,2018-2021
30,Veracruz de Ignacio de la Llave,,El Higo,Juana Maria Martinez Guerrero,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Nanchital de Lázaro Cárdenas del Río,Zoila Balderas Guzman,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Tres Valles,Jose Manuel Diaz Rodriguez,PAN,2018-2021
30,Veracruz de Ignacio de la Llave,,Carlos A. Carrillo,Francisco Javier Molina Arrioja,PRI,2018-2021
30,Veracruz de Ignacio de la Llave,,Tatahuicapan de Juárez,Esteban Bautista Hernandez,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Uxpanapa,Esteban Campechano Rincon,PANAL,2018-2021
30,Veracruz de Ignacio de la Llave,,San Rafael,Luis Daniel LagunesMarin,PRD,2018-2021
30,Veracruz de Ignacio de la Llave,,Santiago Sochiapan,Ignacio Pablo Sanchez,MORENA,2018-2021
31,Yucatán,,Abalá,Arturo Sosa Suárez,PAN,2018-2021
31,Yucatán,,Acanceh,Felipe de Jesús Medina Chí,PVEM,2018-2021
31,Yucatán,,Akil,Saúl Nic Chablé,PRI,2018-2021
31,Yucatán,,Baca,Guadalupe Marisol Pech Basto,PRI,2018-2021
31,Yucatán,,Bokobá,Ruby Alejandrina Sosa Pérez,PRI,2018-2021
31,Yucatán,,Buctzotz,Margarita Sánchez Medrano,PRI,2018-2021
31,Yucatán,,Cacalchén,Abigail de Guadalupe Pérez Vázquez,PRI,2018-2021
31,Yucatán,,Calotmul,Leticia Camelo Huchim,PRI,2018-2021
31,Yucatán,,Cansahcab,Francisco Chalé Ku,PRD,2018-2021
31,Yucatán,,Cantamayec,Grisy Chan May,PRI,2018-2021
31,Yucatán,,Celestún,Yulma García Casanova,PRI,2018-2021
31,Yucatán,,Cenotillo,Marta Leticia Núñez Polanco,PRI,2018-2021
31,Yucatán,,Conkal,Hiselle del Carmen Díaz del Castillo Canché,PRI,2018-2021
