idCarpeta;Delito;Categoria;FechaHecho;Año_hecho;Mes_hecho;Sexo;Edad;TipoPersona;CalidadJuridica;ClasificacionDelito;lon;lat;geopoint
8440350;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-30 21:30:00;2019;Mayo;Femenino;36;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1425415008365;19.4724934976925;19.4724934977,-99.1425415008
8440548;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-04-22 21:30:00;2019;Abril;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1952958039296;19.4379454425063;19.4379454425,-99.1952958039
8440805;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-31 13:00:00;2019;Mayo;Masculino;35;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1615852964929;19.2952927095747;19.2952927096,-99.1615852965
8440955;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-30 06:30:00;2019;Mayo;Femenino;21;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.070270600161;19.3695145007921;19.3695145008,-99.0702706002
8441043;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-31 19:55:00;2019;Mayo;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1874900365565;19.3474007494299;19.3474007494,-99.1874900366
8441089;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-31 21:03:00;2019;Mayo;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1265629000123;19.4243924956222;19.4243924956,-99.1265629
8441163;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-31 23:55:00;2019;Mayo;Femenino;37;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.0865834323853;19.4233315866653;19.4233315867,-99.0865834324
8441175;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 00:05:00;2019;Junio;Masculino;28;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.2097132006693;19.392603990025;19.39260399,-99.2097132007
8441194;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-31 21:10:00;2019;Mayo;Masculino;33;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.0761473753368;19.4160642273354;19.4160642273,-99.0761473753
8441259;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 04:50:00;2019;Junio;Masculino;40;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.071601973725;19.2997280971207;19.2997280971,-99.0716019737
8441304;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-29 10:00:00;2019;Mayo;Femenino;61;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1191313901238;19.4983734685393;19.4983734685,-99.1191313901
8441361;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-31 21:30:00;2019;Mayo;Femenino;31;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1060551000186;19.2350298963716;19.2350298964,-99.1060551
8441416;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-18 16:00:00;2019;Mayo;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.11395043072;19.2683702862023;19.2683702862,-99.1139504307
8441461;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-29 12:45:00;2019;Mayo;Masculino;34;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.0258601002191;19.322312399117;19.3223123991,-99.0258601002
8441533;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 15:00:00;2019;Junio;Masculino;33;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1242974499256;19.4495267656809;19.4495267657,-99.1242974499
